id,food_name,calories,protein_g,fat_g,carbs_g,disease_tags
4218,Egg Variant 24,489,15.55,0.19,19.22,"Liver-Friendly, Low-Carb, Balanced"
4219,Tofu Variant 20,333,35.79,1.9,3.58,"Diabetes-Friendly, High-Protein"
4220,Bread Variant 33,65,18.13,14.44,26.71,"Kidney-Friendly, Balanced, Diabetes-Friendly"
4221,Apple Variant 24,44,37.11,16.84,49.27,"High-Protein, Low-Carb, Heart-Healthy"
4222,Egg Variant 10,69,9.92,14.11,61.01,"Low-Salt, Weight-Loss, Diabetes-Friendly"
4223,Almonds Variant 31,123,34.16,2.09,37.12,"Low-Salt, Liver-Friendly, Kidney-Friendly"
4224,Milk Variant 17,168,29.12,3.24,78.58,"Liver-Friendly, Balanced, Diabetes-Friendly"
4225,Bread Variant 44,238,39.3,23.29,55.11,Liver-Friendly
4226,Orange Variant 31,288,12.74,16.17,10.34,"Diabetes-Friendly, Liver-Friendly, Weight-Loss"
4227,Spinach Variant 27,99,28.14,21.88,74.19,"Weight-Loss, High-Protein, Diabetes-Friendly"
4228,Apple Variant 9,491,4.27,16,3.95,"Kidney-Friendly, Low-Salt"
4229,Milk Variant 25,102,19.01,6.15,43.03,High-Protein
4230,Bread Variant 34,258,21.31,6.14,38.73,Weight-Loss
4231,Broccoli Variant 34,93,20.31,12.73,41.65,"Kidney-Friendly, Liver-Friendly, Low-Carb"
4232,Yogurt Variant 11,553,1.03,29.77,29.58,"Low-Carb, Heart-Healthy"
4233,Banana Variant 37,100,37.71,26.29,32.07,Low-Salt
4234,Egg Variant 46,167,1.33,28.94,25.89,"High-Protein, Low-Carb"
4235,Orange Variant 27,189,35.03,3.34,51.46,"Liver-Friendly, High-Protein"
4236,Carrot Variant 50,266,2.15,19.06,63.62,Weight-Loss
4237,Tofu Variant 7,461,4.45,3.09,40.04,"Diabetes-Friendly, Kidney-Friendly"
4238,Milk Variant 34,390,16.09,8.91,57.62,Balanced
4239,Pasta Variant 22,378,21.15,28.76,67.9,"Diabetes-Friendly, Low-Carb"
4240,Broccoli Variant 36,218,39.11,5.62,23.62,Liver-Friendly
4241,Carrot Variant 33,366,27.45,3.93,51.22,"Kidney-Friendly, Low-Carb"
4242,Orange Variant 1,98,26.51,7.49,61.64,"Low-Salt, Weight-Loss"
4243,Chicken Breast Variant 31,350,32.82,22.05,32.68,"Liver-Friendly, Kidney-Friendly, Low-Carb"
4244,Spinach Variant 47,170,27.01,14.22,57.63,"Low-Carb, Weight-Loss, Kidney-Friendly"
4245,Tofu Variant 26,427,39.75,15.51,72.55,"Kidney-Friendly, High-Protein"
4246,Oats Variant 20,481,39.83,3.55,65.2,Low-Carb
4247,Broccoli Variant 28,314,16.11,22.2,60.89,"Low-Carb, Balanced, Diabetes-Friendly"
4248,Apple Variant 7,496,21.07,22.61,58.22,"High-Protein, Heart-Healthy"
4249,Bread Variant 43,251,22.48,27.77,7.9,"Balanced, Kidney-Friendly"
4250,Oats Variant 45,243,24.84,10.28,20.68,"High-Protein, Balanced, Weight-Loss"
4251,Oats Variant 16,113,37.12,28.64,2.64,"Kidney-Friendly, Heart-Healthy, Low-Carb"
4252,Pasta Variant 19,72,31.65,21.04,43.7,"Low-Carb, Low-Salt, Balanced"
4253,Chicken Breast Variant 47,541,8.75,8.25,45.66,"Balanced, Low-Carb"
4254,Milk Variant 28,426,34.01,11.12,75.33,"High-Protein, Kidney-Friendly, Low-Salt"
4255,Orange Variant 44,69,1.72,17.87,75.47,Weight-Loss
4256,Yogurt Variant 3,554,12.37,9.15,12.93,Balanced
4257,Orange Variant 39,91,5.21,9.06,5.45,"Diabetes-Friendly, Low-Salt"
4258,Beef Variant 49,258,18.63,5.45,71.05,"Kidney-Friendly, High-Protein, Heart-Healthy"
4259,Tofu Variant 36,538,31.27,6.23,34.85,"Low-Carb, Weight-Loss"
4260,Bread Variant 26,131,38.9,1.91,7.44,"Low-Salt, Kidney-Friendly"
4261,Yogurt Variant 39,523,39.83,8.93,78.96,"Liver-Friendly, Diabetes-Friendly"
4262,Apple Variant 31,586,28.65,27.75,71.2,"Balanced, Liver-Friendly"
4263,Tofu Variant 38,442,8.18,17.17,45.33,"Low-Carb, High-Protein, Diabetes-Friendly"
4264,Almonds Variant 33,118,27.05,21.08,19.85,"High-Protein, Liver-Friendly, Kidney-Friendly"
4265,Almonds Variant 19,164,39.9,11.21,68.1,"Liver-Friendly, Kidney-Friendly"
4266,Bread Variant 9,476,33.3,22.98,26.77,"Kidney-Friendly, High-Protein"
4267,Rice Variant 47,522,39.29,25.32,56.66,"Diabetes-Friendly, Heart-Healthy"
4268,Milk Variant 5,260,10.6,18.52,26.12,"Weight-Loss, Heart-Healthy"
4269,Tofu Variant 18,257,20.4,8.59,2.24,"Kidney-Friendly, Weight-Loss"
4270,Chicken Breast Variant 1,281,28.85,20.11,53.27,"High-Protein, Low-Carb"
4271,Rice Variant 17,377,0.93,4.23,69.35,"High-Protein, Balanced, Liver-Friendly"
4272,Chicken Breast Variant 40,287,12.91,28.37,13.67,"Kidney-Friendly, Weight-Loss, Heart-Healthy"
4273,Carrot Variant 26,590,39.25,7.63,56.8,"Low-Carb, Liver-Friendly"
4274,Bread Variant 18,260,10.59,16.8,69.9,Heart-Healthy
4275,Milk Variant 8,217,13.59,3.95,52.81,"Weight-Loss, Low-Salt"
4276,Spinach Variant 30,241,22.39,6.81,33.12,Kidney-Friendly
4277,Chicken Breast Variant 13,143,35.91,6.98,65.1,"High-Protein, Balanced"
4278,Orange Variant 46,589,6.14,10.11,12.07,"Balanced, Diabetes-Friendly, High-Protein"
4279,Salmon Variant 4,313,6.63,3.12,19.38,"Balanced, Liver-Friendly, Low-Salt"
4280,Cheese Variant 13,287,27.47,22.89,50.9,Weight-Loss
4281,Potato Variant 44,341,30.16,29.23,39.74,"Low-Carb, High-Protein, Low-Salt"
4282,Banana Variant 28,298,23.7,27.83,61.87,"Weight-Loss, Kidney-Friendly"
4283,Beef Variant 15,418,14.61,3.82,56.26,"Low-Salt, Heart-Healthy, Balanced"
4284,Beef Variant 10,565,37.54,6.98,46.29,Weight-Loss
4285,Pasta Variant 24,94,31.98,7.96,58.44,"Balanced, Low-Carb"
4286,Banana Variant 9,179,33.71,24.77,58.52,"Kidney-Friendly, Heart-Healthy"
4287,Potato Variant 26,260,25.32,20.73,48.4,"High-Protein, Heart-Healthy, Weight-Loss"
4288,Milk Variant 27,167,29.96,27.54,23.45,Heart-Healthy
4289,Chicken Breast Variant 4,278,25.76,16.26,24.43,"Kidney-Friendly, Low-Salt"
4290,Salmon Variant 19,207,20.31,25.29,15.12,"Heart-Healthy, Liver-Friendly"
4291,Beef Variant 41,67,22.41,24.38,79.13,Low-Salt
4292,Spinach Variant 17,240,14.74,0.34,13.17,"Diabetes-Friendly, Low-Salt, Balanced"
4293,Spinach Variant 15,295,27.47,10.02,76.77,"Heart-Healthy, Balanced"
4294,Milk Variant 28,360,19.12,1.14,53.07,"Liver-Friendly, Low-Salt, Heart-Healthy"
4295,Cheese Variant 46,570,22.41,24.96,36.95,Weight-Loss
4296,Oats Variant 7,228,18.23,25,14.41,"Diabetes-Friendly, Heart-Healthy"
4297,Tofu Variant 37,482,37.25,24.51,53.84,Liver-Friendly
4298,Almonds Variant 30,437,34.14,3.5,75.78,Kidney-Friendly
4299,Chicken Breast Variant 13,347,2.67,27.69,73.7,"Diabetes-Friendly, Low-Carb"
4300,Oats Variant 33,190,16.05,1.87,29.33,"Balanced, Weight-Loss"
4301,Carrot Variant 6,213,3.64,29.72,77.01,"Balanced, Weight-Loss"
4302,Salmon Variant 11,587,30.61,3,45.38,"Low-Carb, Balanced"
4303,Salmon Variant 5,275,30.12,19.18,59.8,"High-Protein, Diabetes-Friendly, Heart-Healthy"
4304,Apple Variant 4,542,15.33,4.44,73.37,"Kidney-Friendly, Balanced, Weight-Loss"
4305,Almonds Variant 42,495,11.88,7.08,76.26,"Weight-Loss, Heart-Healthy, Kidney-Friendly"
4306,Broccoli Variant 9,477,27.77,14.91,16.01,"High-Protein, Kidney-Friendly"
4307,Apple Variant 46,566,12.54,22.6,64.63,Liver-Friendly
4308,Milk Variant 4,551,1.65,6.65,53.22,Low-Carb
4309,Yogurt Variant 42,71,3.65,29.77,17.58,"Balanced, Liver-Friendly, Low-Salt"
4310,Broccoli Variant 27,446,14.79,4.02,32.69,"Diabetes-Friendly, Kidney-Friendly, Low-Salt"
4311,Chicken Breast Variant 43,65,27.38,1.89,8.19,"Low-Salt, Low-Carb, Heart-Healthy"
4312,Carrot Variant 39,470,36.8,6.49,60.52,"High-Protein, Low-Salt"
4313,Bread Variant 35,537,29.28,12.25,21.64,"Balanced, High-Protein"
4314,Chicken Breast Variant 14,65,17.08,16.65,7.74,Balanced
4315,Bread Variant 46,498,31.1,12.26,60.68,"High-Protein, Low-Carb"
4316,Rice Variant 34,562,33.7,26.08,54.1,Kidney-Friendly
4317,Rice Variant 34,588,7.17,28.32,59.14,"Low-Salt, Weight-Loss, Liver-Friendly"
4318,Spinach Variant 3,523,25.35,23.15,43.13,Heart-Healthy
4319,Egg Variant 34,579,1.44,9.34,27.17,Heart-Healthy
4320,Yogurt Variant 4,277,35.26,21.24,54.03,"Diabetes-Friendly, Low-Salt, Low-Carb"
4321,Potato Variant 1,575,14.44,15.33,75.27,Weight-Loss
4322,Chicken Breast Variant 14,305,37.57,5.55,9.36,"Diabetes-Friendly, Balanced"
4323,Spinach Variant 43,187,9.16,26.77,2.36,"Weight-Loss, Diabetes-Friendly, High-Protein"
4324,Apple Variant 4,206,27.42,4.72,59.45,"Weight-Loss, Low-Salt"
4325,Pasta Variant 30,334,21.8,17.61,75.16,"Weight-Loss, Kidney-Friendly, Diabetes-Friendly"
4326,Almonds Variant 43,74,27.49,28.44,4.74,"Low-Carb, Balanced, Diabetes-Friendly"
4327,Carrot Variant 25,201,23.48,12.2,55.08,"Diabetes-Friendly, High-Protein, Liver-Friendly"
4328,Egg Variant 4,157,23.9,10.66,35.77,Diabetes-Friendly
4329,Orange Variant 13,311,39.38,21.17,52.62,Kidney-Friendly
4330,Cheese Variant 29,414,33.89,16.43,48.32,"High-Protein, Diabetes-Friendly"
4331,Tofu Variant 36,542,11.98,18.33,22.66,"Liver-Friendly, Weight-Loss"
4332,Egg Variant 40,522,28.13,28.79,56.07,"Low-Carb, Kidney-Friendly"
4333,Egg Variant 33,535,6.88,12.67,8.16,"Heart-Healthy, Weight-Loss"
4334,Cheese Variant 41,191,10.81,11.46,15.06,Balanced
4335,Salmon Variant 3,313,5.78,21.16,18.9,"Low-Carb, Heart-Healthy"
4336,Orange Variant 24,45,34.98,8.21,40.95,"Weight-Loss, Kidney-Friendly"
4337,Orange Variant 36,245,12.06,24.74,13.29,"Balanced, Heart-Healthy, Liver-Friendly"
4338,Beef Variant 5,288,11.66,18.62,63.31,Balanced
4339,Cheese Variant 6,522,0.57,13.22,5.6,Heart-Healthy
4340,Milk Variant 30,48,36.18,20.21,35.04,Balanced
4341,Cheese Variant 4,324,19.79,27.56,4.37,"Low-Carb, High-Protein, Diabetes-Friendly"
4342,Milk Variant 22,86,39.5,17.08,68.71,Balanced
4343,Oats Variant 8,103,22.3,12.42,33.91,"Weight-Loss, Diabetes-Friendly, Low-Salt"
4344,Potato Variant 24,403,6.99,20.95,56.57,Heart-Healthy
4345,Chicken Breast Variant 14,49,36.56,8.49,62.28,"Diabetes-Friendly, Liver-Friendly, Balanced"
4346,Milk Variant 32,361,25.51,8.59,28.47,Liver-Friendly
4347,Spinach Variant 46,411,34.49,12.27,12.36,"Balanced, Liver-Friendly, Heart-Healthy"
4348,Beef Variant 45,419,36.94,0.37,37.65,"Diabetes-Friendly, Balanced"
4349,Tofu Variant 10,469,23.27,29.38,47.38,"Low-Carb, Diabetes-Friendly, Balanced"
4350,Tofu Variant 47,87,14.46,14.41,1.04,"Heart-Healthy, Low-Carb, Liver-Friendly"
4351,Egg Variant 42,172,30.83,5.14,53.73,"High-Protein, Low-Carb"
4352,Potato Variant 9,46,31.04,13.54,73.6,Weight-Loss
4353,Pasta Variant 28,79,20.96,15.33,51.01,Kidney-Friendly
4354,Almonds Variant 37,122,24.94,7.09,17.65,"Low-Salt, Weight-Loss, Heart-Healthy"
4355,Chicken Breast Variant 22,583,1.87,8.41,58.35,"Low-Salt, Low-Carb, High-Protein"
4356,Carrot Variant 35,371,35.65,12.63,43.97,"Diabetes-Friendly, Liver-Friendly, Heart-Healthy"
4357,Almonds Variant 8,519,34.7,1.9,2.69,"Weight-Loss, Low-Salt, Diabetes-Friendly"
4358,Banana Variant 6,280,9.49,14.83,25.61,"Liver-Friendly, Low-Salt"
4359,Oats Variant 21,156,0.63,2.8,10.84,"Low-Salt, Heart-Healthy"
4360,Salmon Variant 18,395,22.73,19.21,65.2,"Low-Salt, High-Protein, Weight-Loss"
4361,Potato Variant 37,205,28.61,8.3,21.22,"Kidney-Friendly, Low-Carb, Diabetes-Friendly"
4362,Chicken Breast Variant 28,176,11.2,18.53,42.35,"Low-Salt, Weight-Loss"
4363,Cheese Variant 19,535,1.19,18.55,59.32,Heart-Healthy
4364,Pasta Variant 12,349,25.98,16.85,47.83,Kidney-Friendly
4365,Salmon Variant 16,423,28.97,21,38.25,"Low-Carb, High-Protein"
4366,Bread Variant 38,92,24.14,25.43,24.1,"High-Protein, Heart-Healthy"
4367,Spinach Variant 20,530,29.13,26.73,18.91,"Weight-Loss, Diabetes-Friendly, Kidney-Friendly"
4368,Yogurt Variant 25,290,12.2,8.06,49.44,"High-Protein, Diabetes-Friendly"
4369,Cheese Variant 3,35,34.24,19.71,25.22,Low-Carb
4370,Broccoli Variant 27,526,7.33,23.17,59.92,"Kidney-Friendly, Diabetes-Friendly"
4371,Carrot Variant 36,272,28.61,16.85,32.01,Balanced
4372,Pasta Variant 1,474,10.54,5.63,27.74,"Liver-Friendly, Low-Salt, Balanced"
4373,Carrot Variant 18,326,5.68,24.69,45.97,"Heart-Healthy, Low-Salt"
4374,Potato Variant 31,535,7.68,15.57,47.73,"Liver-Friendly, High-Protein"
4375,Rice Variant 1,84,28.86,17.81,55.82,Kidney-Friendly
4376,Apple Variant 49,36,28.98,25.62,17.58,"Diabetes-Friendly, Heart-Healthy, Balanced"
4377,Banana Variant 49,299,35.63,1.04,2.22,"Balanced, Kidney-Friendly, Liver-Friendly"
4378,Bread Variant 17,561,17.23,4.66,58.8,Low-Carb
4379,Banana Variant 41,63,1.71,7.25,28.99,"Diabetes-Friendly, Weight-Loss, Low-Salt"
4380,Carrot Variant 47,71,30.73,1.1,1.07,Low-Carb
4381,Orange Variant 5,71,13.95,12.08,13.26,"Balanced, Heart-Healthy"
4382,Carrot Variant 45,233,2.65,27.17,54.66,Diabetes-Friendly
4383,Banana Variant 3,557,29.75,28.84,43.21,"Low-Carb, Kidney-Friendly, Heart-Healthy"
4384,Orange Variant 31,450,22.17,13.25,39.4,High-Protein
4385,Orange Variant 4,362,34.6,19.36,66.19,Weight-Loss
4386,Bread Variant 35,209,34.17,29.56,77.45,Heart-Healthy
4387,Salmon Variant 39,499,22.29,25.58,66.34,Low-Salt
4388,Almonds Variant 7,423,32.16,15.34,70.79,"High-Protein, Kidney-Friendly"
4389,Banana Variant 12,481,35.73,7.36,62.12,Heart-Healthy
4390,Rice Variant 36,181,13.05,23.16,48.31,"Kidney-Friendly, High-Protein"
4391,Chicken Breast Variant 38,404,27.73,1.31,72.08,"Low-Salt, Balanced"
4392,Banana Variant 23,127,29.79,5.9,43.9,"Kidney-Friendly, Diabetes-Friendly, Low-Salt"
4393,Cheese Variant 14,62,39.75,2.84,39.18,"High-Protein, Weight-Loss"
4394,Milk Variant 17,481,22.16,5.19,60.71,"High-Protein, Heart-Healthy, Balanced"
4395,Milk Variant 9,393,37.37,7.98,26.42,Diabetes-Friendly
4396,Banana Variant 37,289,32.45,29.79,32.79,Diabetes-Friendly
4397,Banana Variant 20,412,32.26,29.34,41.05,"Heart-Healthy, Weight-Loss, Low-Salt"
4398,Carrot Variant 8,349,37.52,12.2,13.75,"Liver-Friendly, High-Protein, Low-Salt"
4399,Rice Variant 43,201,29.77,16.48,29.37,"Balanced, Weight-Loss"
4400,Potato Variant 2,74,31.24,15.12,69.5,High-Protein
4401,Oats Variant 40,312,28.71,3.88,14.5,"Diabetes-Friendly, Balanced"
4402,Apple Variant 33,188,2.52,20.08,3.72,"Kidney-Friendly, High-Protein"
4403,Pasta Variant 9,300,1.16,8.07,20.61,"Balanced, Weight-Loss"
4404,Oats Variant 8,269,38.64,25.36,45.06,Liver-Friendly
4405,Apple Variant 29,537,9.78,17.28,60.15,"High-Protein, Heart-Healthy"
4406,Egg Variant 41,56,1.75,4.69,79.53,Weight-Loss
4407,Oats Variant 31,220,0.81,19.55,59.98,Low-Salt
4408,Banana Variant 20,517,20.98,6.55,28.16,Balanced
4409,Broccoli Variant 48,247,37.69,27.11,60.23,"Balanced, Low-Salt"
4410,Potato Variant 19,109,4.24,2.67,60.63,"Balanced, Low-Salt"
4411,Egg Variant 16,558,16.51,19.64,42.31,"Kidney-Friendly, Balanced"
4412,Oats Variant 29,178,33.97,11.22,12.18,High-Protein
4413,Bread Variant 48,569,20.58,22.58,61.57,"Low-Salt, Low-Carb, High-Protein"
4414,Banana Variant 7,224,7.84,16.43,20.06,"Liver-Friendly, Low-Carb"
4415,Potato Variant 26,198,6.8,10.22,31.11,Low-Salt
4416,Broccoli Variant 42,58,1.16,3.14,64.06,Balanced
4417,Broccoli Variant 38,570,18.98,9.16,1.25,"Diabetes-Friendly, High-Protein"
4418,Almonds Variant 10,434,13.43,0.31,6.91,"Balanced, High-Protein"
4419,Banana Variant 22,487,34.94,15.53,31.52,Low-Carb
4420,Rice Variant 5,394,5.84,28.1,8.05,"Low-Salt, Low-Carb, High-Protein"
4421,Broccoli Variant 42,339,20.45,7.64,3.38,Liver-Friendly
4422,Pasta Variant 6,498,5.07,22.72,41.69,Balanced
4423,Cheese Variant 2,318,2.45,21.23,48.6,"Low-Salt, High-Protein, Kidney-Friendly"
4424,Chicken Breast Variant 34,280,38.81,22.3,20.32,Kidney-Friendly
4425,Spinach Variant 35,147,37.23,20.36,55,"Balanced, Heart-Healthy"
4426,Rice Variant 26,442,30.25,7.73,71.04,Low-Salt
4427,Pasta Variant 1,266,36.66,3.81,13.42,Diabetes-Friendly
4428,Rice Variant 48,107,19.19,29.9,9.25,Heart-Healthy
4429,Rice Variant 23,209,8.93,1.36,64.46,Heart-Healthy
4430,Yogurt Variant 4,269,31.88,25.03,58.43,"Low-Carb, Liver-Friendly, Kidney-Friendly"
4431,Chicken Breast Variant 5,424,33.85,13.84,64.09,"Liver-Friendly, Balanced"
4432,Broccoli Variant 22,111,21.2,5.19,57.84,"High-Protein, Liver-Friendly"
4433,Apple Variant 37,459,6.11,20.98,23.66,"Weight-Loss, Diabetes-Friendly"
4434,Oats Variant 23,71,21.71,27.8,13.27,Low-Salt
4435,Almonds Variant 31,43,29.96,29.8,57.68,Weight-Loss
4436,Egg Variant 36,238,7.44,5.97,30.58,"Liver-Friendly, Kidney-Friendly"
4437,Bread Variant 14,443,28.18,8.98,15.13,"Kidney-Friendly, High-Protein, Low-Salt"
4438,Apple Variant 27,397,10.08,0.53,46.26,High-Protein
4439,Broccoli Variant 26,188,18.66,12.82,6.88,"Low-Salt, Low-Carb"
4440,Almonds Variant 37,248,39.76,14.99,28.74,Liver-Friendly
4441,Chicken Breast Variant 39,88,21.93,23.23,57.92,Balanced
4442,Bread Variant 5,441,25.15,28.24,49.22,"Weight-Loss, Balanced"
4443,Milk Variant 24,306,24.14,14.84,1.55,"Kidney-Friendly, High-Protein, Balanced"
4444,Beef Variant 16,360,29.11,6.08,55.88,Low-Salt
4445,Chicken Breast Variant 50,163,17.52,27.67,51.3,"Liver-Friendly, Kidney-Friendly, Low-Carb"
4446,Carrot Variant 27,553,30.8,1.7,31.14,"Kidney-Friendly, Low-Salt"
4447,Apple Variant 6,411,34.41,24.29,54.41,High-Protein
4448,Almonds Variant 19,489,37.91,12.09,15.98,Kidney-Friendly
4449,Carrot Variant 19,113,1.24,29.05,75.33,"High-Protein, Weight-Loss"
4450,Carrot Variant 46,407,18.12,13.73,52.14,"High-Protein, Diabetes-Friendly"
4451,Oats Variant 37,128,11.81,12.2,50.76,Balanced
4452,Banana Variant 46,251,34.02,7.86,20.92,Weight-Loss
4453,Yogurt Variant 1,345,15.97,20.62,75.03,Diabetes-Friendly
4454,Yogurt Variant 4,444,12.67,18.69,43.58,Weight-Loss
4455,Broccoli Variant 16,480,4.29,21.09,7.83,"Low-Carb, High-Protein"
4456,Broccoli Variant 43,283,4.31,28.08,33.23,Weight-Loss
4457,Broccoli Variant 31,509,17.16,8.4,22.82,"Heart-Healthy, Kidney-Friendly, Low-Carb"
4458,Spinach Variant 45,246,14.9,12.96,21.08,"Liver-Friendly, Balanced"
4459,Potato Variant 6,61,24.42,4.74,14.41,Liver-Friendly
4460,Apple Variant 31,426,8.28,4.08,16.09,"Balanced, Heart-Healthy"
4461,Spinach Variant 22,385,19.37,8.68,78.58,"Diabetes-Friendly, Kidney-Friendly"
4462,Cheese Variant 4,165,26.31,26.1,57.26,"Balanced, Weight-Loss"
4463,Carrot Variant 35,350,8.21,27.01,39.86,Weight-Loss
4464,Pasta Variant 30,508,38.58,11.84,15.83,Diabetes-Friendly
4465,Apple Variant 29,34,6.32,23.21,75.95,"Liver-Friendly, Low-Salt"
4466,Milk Variant 22,533,33.02,16.83,3.24,"Balanced, Low-Carb, Low-Salt"
4467,Banana Variant 16,163,5.47,26.24,44.47,Liver-Friendly
4468,Broccoli Variant 38,82,17.39,19.21,49.02,Diabetes-Friendly
4469,Apple Variant 11,325,18.53,18.45,40.86,"Weight-Loss, Diabetes-Friendly"
4470,Tofu Variant 23,39,27.44,21.01,39.82,"High-Protein, Balanced, Low-Salt"
4471,Milk Variant 6,108,17.73,8.54,44.67,"Low-Salt, Liver-Friendly, Kidney-Friendly"
4472,Yogurt Variant 50,551,19.95,24.26,37.89,Low-Carb
4473,Almonds Variant 33,326,34.23,15.44,14.26,"Weight-Loss, Heart-Healthy"
4474,Cheese Variant 13,554,12.29,14.36,45.32,Diabetes-Friendly
4475,Milk Variant 23,69,8.87,3.91,32.07,"Balanced, Heart-Healthy"
4476,Oats Variant 21,237,24.75,26.73,20.67,"Diabetes-Friendly, Kidney-Friendly, High-Protein"
4477,Apple Variant 45,510,13.33,8.83,50.74,"Weight-Loss, Heart-Healthy, Low-Carb"
4478,Broccoli Variant 24,250,9.08,20.27,9.63,"Kidney-Friendly, High-Protein"
4479,Oats Variant 32,173,0.78,11.48,38.71,Diabetes-Friendly
4480,Potato Variant 7,151,36.5,16.35,30.41,Low-Carb
4481,Apple Variant 28,242,22.57,16.32,71.76,Weight-Loss
4482,Pasta Variant 42,61,12.08,2.3,75.79,"Diabetes-Friendly, Kidney-Friendly, High-Protein"
4483,Yogurt Variant 43,232,34.86,1.13,79.39,Weight-Loss
4484,Pasta Variant 3,212,3.65,25.01,54.04,"Liver-Friendly, Weight-Loss"
4485,Banana Variant 7,483,6.49,12.21,78.1,"High-Protein, Kidney-Friendly"
4486,Bread Variant 12,492,12.28,4.96,64.74,"Kidney-Friendly, Low-Carb, Liver-Friendly"
4487,Potato Variant 23,590,8.44,9.58,51.09,"Weight-Loss, Liver-Friendly, Low-Carb"
4488,Banana Variant 25,33,27.45,21.71,36.63,"Balanced, High-Protein, Diabetes-Friendly"
4489,Egg Variant 44,340,14.39,24.34,43.92,"High-Protein, Kidney-Friendly"
4490,Apple Variant 32,135,5.79,0.34,40.86,"Diabetes-Friendly, Balanced, Heart-Healthy"
4491,Cheese Variant 19,229,1.89,9.37,25.64,"High-Protein, Low-Salt, Balanced"
4492,Tofu Variant 50,548,36.44,17.62,49.06,"Weight-Loss, Diabetes-Friendly, Kidney-Friendly"
4493,Carrot Variant 7,415,27.15,0.72,36.6,"Low-Carb, Weight-Loss, Heart-Healthy"
4494,Milk Variant 41,30,13.48,23.54,43.74,"Diabetes-Friendly, Low-Salt"
4495,Broccoli Variant 15,336,28.9,19,48.89,"Kidney-Friendly, Weight-Loss"
4496,Banana Variant 1,181,4,3.33,25.22,"Weight-Loss, Low-Carb, Heart-Healthy"
4497,Orange Variant 12,235,39.11,10.34,8.19,"Heart-Healthy, Low-Salt, Balanced"
4498,Almonds Variant 29,373,25.4,4.45,15.59,Low-Salt
4499,Pasta Variant 42,177,25.16,10.45,47.74,"Low-Carb, Kidney-Friendly"
4500,Chicken Breast Variant 19,444,5.94,26.58,50.97,Diabetes-Friendly
4501,Spinach Variant 1,105,28.6,1.76,47.26,"High-Protein, Liver-Friendly, Heart-Healthy"
4502,Apple Variant 36,537,22.71,11.8,30.26,Weight-Loss
4503,Orange Variant 9,45,28.6,20.73,30.82,"Weight-Loss, Balanced, High-Protein"
4504,Cheese Variant 32,208,10.86,18.95,26.7,"Liver-Friendly, Kidney-Friendly"
4505,Broccoli Variant 20,435,17.53,8.77,44.1,"Weight-Loss, High-Protein"
4506,Salmon Variant 24,442,5.38,6.34,27.74,"Liver-Friendly, Kidney-Friendly"
4507,Salmon Variant 14,436,6.81,5.82,49.44,Heart-Healthy
4508,Potato Variant 41,164,26.32,27.62,53.15,"Low-Carb, Diabetes-Friendly, Kidney-Friendly"
4509,Bread Variant 34,565,28.86,20.34,21.88,"Diabetes-Friendly, Weight-Loss, Heart-Healthy"
4510,Broccoli Variant 14,477,16.03,22.65,78.68,Diabetes-Friendly
4511,Carrot Variant 2,450,25.39,2.03,42.59,Liver-Friendly
4512,Broccoli Variant 29,218,24.17,3.83,32,Liver-Friendly
4513,Salmon Variant 39,308,27.45,5.29,57.24,Weight-Loss
4514,Apple Variant 49,179,1.03,2.98,62.83,High-Protein
4515,Carrot Variant 46,227,11.74,13.23,37.85,"Low-Carb, Low-Salt, Kidney-Friendly"
4516,Bread Variant 44,448,12.15,16.05,24.01,"Low-Salt, Low-Carb"
4517,Rice Variant 47,448,3.6,25.63,8.8,High-Protein
4518,Rice Variant 20,550,34.15,8.01,46.92,"Low-Carb, Low-Salt, Heart-Healthy"
4519,Potato Variant 35,183,39.07,5.5,21.95,"Diabetes-Friendly, High-Protein, Low-Carb"
4520,Spinach Variant 22,214,4.88,9.2,47.31,"Diabetes-Friendly, Weight-Loss, High-Protein"
4521,Yogurt Variant 16,445,10.79,16.4,65.56,"Weight-Loss, Kidney-Friendly"
4522,Pasta Variant 25,430,5.16,2.65,58.27,"Low-Carb, Kidney-Friendly, Heart-Healthy"
4523,Beef Variant 33,564,24.4,11.92,40.22,Kidney-Friendly
4524,Carrot Variant 38,125,26.77,2.19,26.61,Weight-Loss
4525,Milk Variant 47,549,29.49,7.35,15.15,Weight-Loss
4526,Bread Variant 6,69,19.57,1.93,45.78,"Low-Carb, Heart-Healthy"
4527,Bread Variant 27,508,25.33,5.95,54.13,"Low-Salt, Balanced"
4528,Bread Variant 43,227,4.74,15.82,59.48,"Balanced, Kidney-Friendly"
4529,Spinach Variant 38,544,11.68,21.9,58.86,Weight-Loss
4530,Milk Variant 14,120,17.74,12.36,58.31,"Kidney-Friendly, Low-Salt"
4531,Salmon Variant 38,333,23.26,13.8,28.18,"Heart-Healthy, Low-Carb"
4532,Salmon Variant 6,378,14.34,27.86,6.99,Diabetes-Friendly
4533,Rice Variant 16,520,34.73,6.71,3.9,"Liver-Friendly, Balanced"
4534,Orange Variant 20,382,31.02,23.6,43.04,"Balanced, Weight-Loss"
4535,Beef Variant 22,86,38.78,19.53,15.34,"Low-Carb, Low-Salt, High-Protein"
4536,Almonds Variant 42,586,18.54,26.33,66.41,"Low-Carb, Heart-Healthy"
